result_rank	full_name	distance	time_id	event_desc	swimmer_age	swim_time_formatted	alt_adj_swim_time_formatted	standard_name	meet_name	swim_date	club_name	lsc_id	foreign_yesno	hytek_power_points	event_id	gender
1	Lochte, Ryan	200	57939344	200 BK LCM	26	1:52.96	1:52.96	2020 Olympic Trials	2011 World Champs	7/24/2011	Unattached	FL		1109	67	m
2	Clary, Tyler	200	67623435	200 BK LCM	23	1:53.41	1:53.41	2017 US Open	2012 Olympic Games	7/28/2012	FAST Swim Team	CA		1099	67	m
3	Murphy, Ryan	200	132992535	200 BK LCM	23	1:53.57	1:53.57	2019 Summer Nationals (LCM)	2018 Pan Pacific Champs	8/9/2018	California Aquatics	PC		1096	67	m
4	Pebley, Jacob	200	109210691	200 BK LCM	22	1:54.77	1:54.77	2019 Summer Nationals (LCM)	2016 Olympic Trials 	7/1/2016	California Aquatics	PC		1070	67	m
5	Irie, Ryosuke	200	133066139	200 BK LCM	28	1:55.11	1:55.11	2019 Summer Nationals (LCM)	2018 Asian Games Champs	8/23/2018	Unattached	NC	Yes	1063	67	m
6	Vyatchanin, Arkady	200	86787233	200 BK LCM	30	1:55.30	1:55.30	2017 US Open	2014 Pro Series - Santa Clara 	6/19/2014	New York Athletic Club	MR	Yes	1059	67	m
7	Conger, Jack	200	78092137	200 BK LCM	18	1:55.47	1:55.47	2017 US Open	2013 WUGS	7/15/2013	Machine Aquatics	PV		1056	67	m
8	Lehane, Sean	200	110414813	200 BK LCM	21	1:55.56	1:55.56	2019 Summer Nationals (LCM)	2016 Sectionals - Brown Deer	7/23/2016	Unattached	SE		1054	67	m
9	Katz, Austin	200	143504282	200 BK LCM	20	1:55.57	1:55.57	2020 Olympic Trials	2019 WUGS	7/8/2019	Unattached	ST		1053	67	m
10	Casas, Shaine	200	143732051	200 BK LCM	19	1:55.79	1:55.79	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Aggie Swim Club	GU		1049	67	m
11	Peirsol, Aaron	200	49337233	200 BK LCM	27	1:56.22	1:56.22	2020 Olympic Trials	2010 Pan Pacific Champs	8/18/2010	Longhorn Aquatics	ST		1040	67	m
12	Taylor, Michael	200	109191453	200 BK LCM	17	1:56.78	1:56.78	2019 Summer Nationals (LCM)	2016 Olympic Trials 	6/30/2016	Dynamo Swim Club	GA		1040	67	m
13	Owen, Robert	200	110413351	200 BK LCM	20	1:56.79	1:56.79	2019 Summer Nationals (LCM)	2016 U.S. Open	8/3/2016	H2okie Aquatics	VA		1028	67	m
14	Teduits, Drew	200	76515938	200 BK LCM	19	1:56.83	1:56.83	2017 US Open	2013 Summer Nationals	6/25/2013	Wisconsin Aquatics	WI		1027	67	m
15	Roberts, Jonathan	200	121648507	200 BK LCM	21	1:56.88	1:56.88	2019 Summer Nationals (LCM)	2017 U.S. Open	8/3/2017	North Texas Nadadores	NT		1026	67	m
16	Phelps, Michael	200	49216936	200 BK LCM	25	1:56.98	1:56.98	2020 Olympic Trials	2010 Summer Nationals	8/3/2010	North Baltimore Aquatic Club	MD		1024	67	m
17	Reid, Chris	200	148833635	200 BK LCM	23	1:57.04	1:57.04	2020 Olympic Trials	2019 U.S. Open	12/7/2019	Wolfpack Elite	NC	Yes	1023	67	m
18	Beach, Clark	200	132597934	200 BK LCM	19	1:57.06	1:57.06	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Quest Swimming	VA		1022	67	m
18	Thoman, Nick	200	66514276	200 BK LCM	26	1:57.06	1:57.06	2017 US Open	2012 Olympic Trials	6/25/2012	SwimMAC Carolina	NC		1022	67	m
20	Tarasevich, Grigory	200	132983722	200 BK LCM	23	1:57.07	1:57.07	2019 Summer Nationals (LCM)	2018 European Champs 	8/7/2018	Unattached	KY	Yes	1022	67	m
21	Alexander, Nick	200	132597801	200 BK LCM	20	1:57.18	1:57.18	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	U. of Missouri	MV		1020	67	m
22	Pereira, Thiago	200	59134143	200 BK LCM	25	1:57.19	1:57.19	2020 Olympic Trials	2011 Pan Am Games	10/16/2011	Trojan Swim Club	CA	Yes	1020	67	m
23	Grevers, Matt	200	102156316	200 BK LCM	30	1:57.24	1:57.24	2020 Olympic Trials	2015 Winter Nationals	12/5/2015	Tucson Ford Dealers Aquatics	AZ		1019	67	m
24	Toumarkin, Jacob	200	122030945	200 BK LCM	25	1:57.29	1:57.29	2019 Summer Nationals (LCM)	Israel Summer Championship - Long Course 2017	8/2/2017	Unattached	NC	Yes	1018	67	m
25	Rogan, Markus	200	49290021	200 BK LCM	28	1:57.31	1:57.31	2020 Olympic Trials	2010 European Champs	8/9/2010	Trojan Swim Club	CA	Yes	1017	67	m
26	Mulcare, Patrick	200	102156398	200 BK LCM	19	1:57.34	1:57.34	2020 Olympic Trials	2015 Winter Nationals	12/5/2015	Unattached	CA		1017	67	m
27	Mefford, Bryce	200	143732133	200 BK LCM	20	1:57.39	1:57.39	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	California Aquatics	PC		1015	67	m
28	Glania, Jan-Philip	200	85624554	200 BK LCM	25	1:57.40	1:57.40	2017 US Open	126th German Championships 2014	5/1/2014	Unattached	CA	Yes	1015	67	m
28	Poti, Zachary	200	143732156	200 BK LCM	20	1:57.40	1:57.40	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Sun Devil Swimming	AZ		1015	67	m
30	Chitwood, Cory	200	67742644	200 BK LCM	23	1:57.41	1:57.41	2017 US Open	2012 U.S. Open 	8/7/2012	Northern KY Clippers Swimming	OH		1015	67	m
31	Tullius, Rex	200	58253711	200 BK LCM	24	1:57.48	1:57.48	2020 Olympic Trials	2011 Summer Nationals	8/2/2011	Daytona Beach Swimming	FL	Yes	1014	67	m
32	Main, Corey	200	110519506	200 BK LCM	21	1:57.51	1:57.51	2019 Summer Nationals (LCM)	2016 Olympic Games	8/10/2016	Unattached	FL	Yes	1013	67	m
33	Green, Connor	200	88512669	200 BK LCM	18	1:57.60	1:57.60	2020 Olympic Trials	2014 Summer Nationals	8/6/2014	Bluefish Swim Club	NE		1011	67	m
34	Carr, Daniel	200	132598126	200 BK LCM	19	1:57.69	1:57.69	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	California Aquatics	PC		1009	67	m
35	Foster, Carson	200	132598561	200 BK LCM	16	1:57.70	1:57.70	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Mason Manta Rays	OH		1063	67	m
36	Giller, Robby	200	132598638	200 BK LCM	19	1:58.01	1:58.01	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Cavalier Swimming	VA		1003	67	m
37	Pinzon, Omar	200	65079787	200 BK LCM	22	1:58.12	1:58.12	2017 US Open	2012 Pro Series - Charlotte 	5/10/2012	Trojan Swim Club	CA	Yes	1000	67	m
38	Patching, Joe	200	96066154	200 BK LCM	21	1:58.17	1:58.17	2020 Olympic Trials	British Swimming Championships 2015	4/16/2015	Unattached	SE	Yes	999	67	m
39	Davis, Wyatt	200	143944960	200 BK LCM	18	1:58.18	1:58.18	2020 Olympic Trials	2019 World JR Champs	8/25/2019	Unattached	IN		999	67	m
39	Griffin, Carter	200	98741442	200 BK LCM	20	1:58.18	1:58.18	2020 Olympic Trials	2015 Pan American Games	7/15/2015	Unattached	CO		999	67	m
41	Stuart, Hennessey	200	109191416	200 BK LCM	21	1:58.20	1:58.20	2019 Summer Nationals (LCM)	2016 Olympic Trials 	6/30/2016	NC State University	NC		999	67	m
41	Tysoe, Cam	200	143504521	200 BK LCM	23	1:58.20	1:58.20	2020 Olympic Trials	2019 WUGS	7/8/2019	Unattached	WI	Yes	999	67	m
43	Stewart, Coleman	200	132600071	200 BK LCM	20	1:58.30	1:58.30	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	NC State University	NC		997	67	m
44	Dezwirek, Jeremie	200	107113506	200 BK LCM	22	1:58.31	1:58.31	2020 Olympic Trials	2016 Canadian Olympic Swimming Trials	4/9/2016	Unattached	PC	Yes	996	67	m
45	Loughran, Marco	200	56849118	200 BK LCM	22	1:58.34	1:58.34	2020 Olympic Trials	British Gas ASA National Championships	6/14/2011	Unattached	FL	Yes	996	67	m
46	Acevedo, Javi	200	133036657	200 BK LCM	20	1:58.36	1:58.36	2019 Summer Nationals (LCM)	2018 Pan Pacific Champs	8/12/2018	Unattached	GA	Yes	995	67	m
47	Ress, Eric	200	67742970	200 BK LCM	21	1:58.42	1:58.42	2017 US Open	2012 U.S. Open 	8/7/2012	Santa Clara Swim Club	PC	Yes	994	67	m
48	Gonzalez, Hugo	200	133029401	200 BK LCM	19	1:58.43	1:58.43	2019 Summer Nationals (LCM)	2018 European Champs 	8/7/2018	Unattached	SE	Yes	994	67	m
48	Reilman, Joey	200	132599755	200 BK LCM	21	1:58.43	1:58.43	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Tennessee Aquatics	SE		994	67	m
50	Grum, Ian	200	143858021	200 BK LCM	18	1:58.49	1:58.49	2020 Olympic Trials	2019 Summer Junior Nats	8/7/2019	Dynamo Swim Club	GA		993	67	m
51	Albiero, Nicolas	200	143723247	200 BK LCM	20	1:58.57	1:58.57	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	University of Louisville	KY		991	67	m
52	DeVine, Abrahm	200	120256728	200 BK LCM	20	1:58.65	1:58.65	2019 Summer Nationals (LCM)	2017 Summer Nationals	6/28/2017	Stanford Swimming	PC		989	67	m
52	Wang, Shun	200	142131522	200 BK LCM	25	1:58.65	1:58.65	2020 Olympic Trials	2019 SI Splash and Dash Meet	6/15/2019	Team Elite	NC	Yes	989	67	m
54	Beach, Ethan	200	143732039	200 BK LCM	20	1:58.69	1:58.69	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Quest Swimming	VA		989	67	m
55	Tretyakov, Nikita	200	121843093	200 BK LCM	18	1:58.72	1:58.72	2019 Summer Nationals (LCM)	2017 World JR Champs 	8/28/2017	Swim Fort Lauderdale	FG	Yes	988	67	m
56	Martos Bacarizo, Manu	200	143504339	200 BK LCM	18	1:58.76	1:58.76	2020 Olympic Trials	2019 WUGS	7/8/2019	Unattached	IL	Yes	987	67	m
57	Katz, Alex	200	77915800	200 BK LCM	17	1:58.83	1:58.83	2017 US Open	2013 Summer Junior Nats 	8/5/2013	Sarasota YMCA Sharks	FL		997	67	m
57	Oliveira, Pedro	200	67593493	200 BK LCM	24	1:58.83	1:58.83	2017 US Open	2012 Olympic Games	7/28/2012	Cardinal Aquatics	KY	Yes	986	67	m
59	Stewart, Sam	200	150549774	200 BK LCM	23	1:58.97	1:58.97	2020 Olympic Trials	2020 GU AGS Speedo Sectionals 	2/28/2020	Unattached	MS		983	67	m
60	Calloni, Johannes	200	141079287	200 BK LCM	19	1:59.01	1:59.01	2020 Olympic Trials	2019 Pro Series - Bloomington	5/18/2019	Unattached	PC	Yes	982	67	m
60	Nolan, David	200	77811204	200 BK LCM	20	1:59.01	1:59.01	2017 US Open	2013 U.S. Open 	7/30/2013	Stanford Swimming	PC		982	67	m
62	Kim, Jiheun	200	51645650	200 BK LCM	21	1:59.03	1:59.03	2020 Olympic Trials	2010 Asain Games	11/13/2010	Orange County Waves	CA	Yes	982	67	m
63	Ress, Justin	200	109191408	200 BK LCM	18	1:59.04	1:59.04	2019 Summer Nationals (LCM)	2016 Olympic Trials 	6/30/2016	Marlins of Raleigh	NC		981	67	m
64	Harder, Ethan	200	132833127	200 BK LCM	18	1:59.07	1:59.07	2019 Summer Nationals (LCM)	2018 Summer Junior Nats	8/1/2018	Billings Aquatic Club	MT		981	67	m
65	Ogren, Curtis	200	120256818	200 BK LCM	21	1:59.19	1:59.19	2019 Summer Nationals (LCM)	2017 Summer Nationals	6/28/2017	Stanford Swimming	PC		978	67	m
66	Larson, Peter	200	133051458	200 BK LCM	17	1:59.24	1:59.24	2019 Summer Nationals (LCM)	2018 Jr Pan Pacific Champs	8/25/2018	Edina Swim Club	MN		989	67	m
67	Litherland, Jay	200	109186354	200 BK LCM	20	1:59.30	1:59.30	2019 Summer Nationals (LCM)	2016 Olympic Trials 	6/30/2016	Dynamo Swim Club	GA		976	67	m
68	Hurley, Bobby	200	95933080	200 BK LCM	26	1:59.33	1:59.33	2020 Olympic Trials	2015  Australian Swimming Championships	4/7/2015	Club Wolverine	MI	Yes	976	67	m
69	Lendrum, Alex	200	58251981	200 BK LCM	20	1:59.37	1:59.37	2020 Olympic Trials	2011 Summer Nationals	8/2/2011	Trojan Swim Club	CA		975	67	m
69	Sanders, Tristan	200	98772268	200 BK LCM	19	1:59.37	1:59.37	2020 Olympic Trials	2015 GA LC Speedo Sectionals	7/12/2015	Club Wolverine	MI		975	67	m
69	Surhoff, Austin	200	99544433	200 BK LCM	24	1:59.37	1:59.37	2020 Olympic Trials	2015 Summer Nationals	8/10/2015	North Baltimore Aquatic Club	MD		975	67	m
72	Bonetti, Brock	200	121648223	200 BK LCM	21	1:59.44	1:59.44	2019 Summer Nationals (LCM)	2017 U.S. Open	8/3/2017	Texas A & M University	GU		973	67	m
72	Follows, Kane	200	143504136	200 BK LCM	22	1:59.44	1:59.44	2020 Olympic Trials	2019 WUGS	7/8/2019	Unattached	HI	Yes	973	67	m
74	Artmann, Josh	200	132597861	200 BK LCM	19	1:59.48	1:59.48	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Unattached	ST		972	67	m
75	Omana, Carlos	200	99484934	200 BK LCM	22	1:59.59	1:59.59	2020 Olympic Trials	2015 World Champs	8/6/2015	Unattached	FG	Yes	970	67	m
76	Darmody, Kip	200	77811013	200 BK LCM	20	1:59.63	1:59.63	2017 US Open	2013 U.S. Open 	7/30/2013	SwimMAC Carolina	NC		969	67	m
77	Russell, David	200	48404868	200 BK LCM	23	1:59.65	1:59.65	2020 Olympic Trials	2010 CA LOS ANGELES GRAND PRIX	7/8/2010	California Aquatics	PC		969	67	m
78	Conaton, Patrick	200	88375891	200 BK LCM	18	1:59.67	1:59.67	2020 Olympic Trials	2014 Summer Junior Nats	7/30/2014	Badger Swim Club	MR		969	67	m
79	Papendick, Luke	200	98771849	200 BK LCM	22	1:59.69	1:59.69	2020 Olympic Trials	2015 GA LC Speedo Sectionals	7/12/2015	Club Wolverine	MI		968	67	m
80	Steele, Jacob	200	132600061	200 BK LCM	19	1:59.76	1:59.76	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Indiana University	IN		967	67	m
80	Williams, Rowan	200	88111802	200 BK LCM	21	1:59.76	1:59.76	2019 Summer Nationals (LCM)	2014 OH Central Zone Section 3 C	7/21/2014	Ohio State Swim Club	OH		967	67	m
82	Byrd, Austin	200	99544186	200 BK LCM	21	1:59.77	1:59.77	2020 Olympic Trials	2015 Summer Nationals	8/10/2015	Wisconsin Aquatics	WI		967	67	m
83	Stoss, Sebastian	200	49290265	200 BK LCM	24	1:59.78	1:59.78	2020 Olympic Trials	2010 European Champs	8/9/2010	Trojan Swim Club	CA	Yes	966	67	m
84	Cosgarea, Drew	200	77827551	200 BK LCM	20	1:59.79	1:59.79	2017 US Open	2013 U.S. Open 	7/30/2013	Stanford Swimming	PC		966	67	m
84	Schaetzle, Griffin	200	121648523	200 BK LCM	20	1:59.79	1:59.79	2019 Summer Nationals (LCM)	2017 U.S. Open	8/3/2017	U. of Missouri	MV		966	67	m
86	Savoy, Nate	200	76515919	200 BK LCM	20	1:59.80	1:59.80	2017 US Open	2013 Summer Nationals	6/25/2013	Penn State University	MA		966	67	m
87	Taylor, Jake	200	109191418	200 BK LCM	24	1:59.83	1:59.83	2019 Summer Nationals (LCM)	2016 Olympic Trials 	6/30/2016	Brigham Young University Swim	UT		965	67	m
88	Watkins, Thomas	200	150746900	200 BK LCM	19	1:59.85	1:59.85	2020 Olympic Trials	2020 IN APP IU LC Meet 	3/1/2020	Ohio State University	OH	Yes	965	67	m
89	Finke, Bobby	200	150866720	200 BK LCM	20	1:59.89	1:59.89	2020 Olympic Trials	2020 FL SPA - AAC DUAL MEET 	8/1/2020	Saint Petersburg Aquatics	FL		964	67	m
90	Grant, Will	200	143723427	200 BK LCM	18	1:59.92	1:59.92	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Heart of Texas Aquatics Team	ST		963	67	m
90	Zofchak, Rob	200	143732202	200 BK LCM	21	1:59.92	1:59.92	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Univ. Of Michigan Swim Team	MI		963	67	m
92	Diener, Christian	200	57873181	200 BK LCM	17	1:59.94	1:59.94	2020 Olympic Trials	2010 European Jr Champs	7/6/2010	Unattached	AZ	Yes	975	67	m
93	Song, Andy Xianyang	200	132918463	200 BK LCM	19	1:59.95	1:59.95	2019 Summer Nationals (LCM)	Juegos Deportivos Centroamericanos Y Del Caribe	7/25/2018	Unattached	PC	Yes	963	67	m
94	Anderson, Thomas	200	120256688	200 BK LCM	19	1:59.97	1:59.97	2019 Summer Nationals (LCM)	2017 Summer Nationals	6/28/2017	King Aquatic Club	PN		962	67	m
95	Zimmerman, Steven	200	76515961	200 BK LCM	20	1:59.98	1:59.98	2017 US Open	2013 Summer Nationals	6/25/2013	Ohio State Swim Club	OH		962	67	m
96	Stewart, Ty	200	77811283	200 BK LCM	19	2:00.02	2:00.02	2017 US Open	2013 U.S. Open 	7/30/2013	Athens Bulldog Swim Club	GA		961	67	m
97	Glover, Bob	200	110413225	200 BK LCM	21	2:00.03	2:00.03	2019 Summer Nationals (LCM)	2016 U.S. Open	8/3/2016	Indiana University	IN		961	67	m
97	O'Brien, Wade	200	99383519	200 BK LCM	17	2:00.03	2:00.03	2020 Olympic Trials	2015 IN NCSA Summer Swimming 	7/28/2015	NOVA of Virginia Aquatics, Inc	VA		973	67	m
99	Quah, Zheng	200	149075414	200 BK LCM	23	2:00.06	2:00.06	2020 Olympic Trials	2019 Southeast Asian Games	12/4/2019	California Aquatics	PC	Yes	961	67	m
100	Kalisz, Chase	200	150581660	200 BK LCM	25	2:00.14	2:00.14	2020 Olympic Trials	2020 Pro Swim - Des Moines	3/6/2020	Athens Bulldog Swim Club	GA		959	67	m
101	Healy, John	200	143055523	200 BK LCM	19	2:00.20	2:00.20	2020 Olympic Trials	2019 Sectionals - Greensboro	7/14/2019	Marlins of Raleigh	NC		958	67	m
102	Gallagher, Tim	200	143732088	200 BK LCM	18	2:00.21	2:00.21	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Poulsbo Piranha Swim Team	PN		958	67	m
103	Kibler, Drew	200	118069411	200 BK LCM	17	2:00.22	2:00.22	2019 Summer Nationals (LCM)	2017 Sectionals - Indianapolis	3/30/2017	Carmel Swim Club	IN		969	67	m
104	Gamburg, David	200	122030511	200 BK LCM	23	2:00.25	2:00.25	2019 Summer Nationals (LCM)	Israel Summer Championship - Long Course 2017	8/2/2017	Unattached	NC	Yes	957	67	m
105	Morales, Yeziel	200	143857564	200 BK LCM	23	2:00.27	2:00.27	2020 Olympic Trials	2019 Pan Am Games	8/7/2019	Azura Florida Aquatics	FG	Yes	956	67	m
106	Jones, Keaton	200	144760821	200 BK LCM	14	2:00.28	2:00.28	2020 Olympic Trials	2019 AZ NEP October LC Challenge	10/12/2019	Unattached	AZ		1110	67	m
107	Miller, Ellis	200	66513279	200 BK LCM	20	2:00.32	2:00.32	2017 US Open	2012 Olympic Trials	6/25/2012	University Of Arizona	AZ		955	67	m
108	Smith, Kieran	200	148833978	200 BK LCM	19	2:00.33	2:00.33	2020 Olympic Trials	2019 U.S. Open	12/7/2019	University of Florida	FL		955	67	m
109	Johnson, Jacob	200	143055688	200 BK LCM	20	2:00.35	2:00.35	2020 Olympic Trials	2019 Sectionals - Greensboro	7/14/2019	Wolfpack Elite	NC		955	67	m
110	Harty, Ryan	200	110227645	200 BK LCM	20	2:00.41	2:00.41	2019 Summer Nationals (LCM)	2016 NT American Long Course	7/28/2016	Longhorn Aquatics	ST		954	67	m
111	Garcia, Matthew	200	132598611	200 BK LCM	20	2:00.46	2:00.46	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Tennessee Aquatics	SE		953	67	m
111	Okubo, Corey	200	99545459	200 BK LCM	19	2:00.46	2:00.46	2020 Olympic Trials	2015 Summer Nationals	8/10/2015	Aquazot Swim Club	CA		953	67	m
113	Friedel, Josh	200	77595464	200 BK LCM	20	2:00.49	2:00.49	2017 US Open	2013 FL SZS Summer Sectionals	7/18/2013	Club Seminole	FL		952	67	m
113	Gliese, Alexander	200	132996325	200 BK LCM	20	2:00.49	2:00.49	2019 Summer Nationals (LCM)	Swim England Summer Meet 18	8/4/2018	Unattached	MD	Yes	952	67	m
113	Thompson, Matt	200	65621104	200 BK LCM	21	2:00.49	2:00.49	2017 US Open	2012 ST TXLA Elite Invite	6/1/2012	Stanford Swimming	PC		952	67	m
116	Thames, Christopher	200	143723707	200 BK LCM	20	2:00.51	2:00.51	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Metro Atlanta Aquatic Club	GA		952	67	m
117	Greene, Aaron	200	101266000	200 BK LCM	21	2:00.57	2:00.57	2020 Olympic Trials	2015 Pro Series - Minneapolis 	11/14/2015	University of Louisville	KY		950	67	m
118	Boratto, Alex	200	143723290	200 BK LCM	19	2:00.58	2:00.58	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Alto Swim Club	PC		950	67	m
118	Kron, Kristian	200	75225084	200 BK LCM	21	2:00.58	2:00.58	2017 US Open	Antwerp Diamond Speedo Race 2013	5/11/2013	Unattached	UT	Yes	950	67	m
120	Fredriksson, Petter	200	120450510	200 BK LCM	20	2:00.63	2:00.63	2019 Summer Nationals (LCM)	SM/JSM (50m) 2017	7/3/2017	Unattached	US	Yes	949	67	m
120	Murray, Nathan	200	132599473	200 BK LCM	20	2:00.63	2:00.63	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Tennessee Aquatics	SE		949	67	m
122	Loncar, Anton	200	98795795	200 BK LCM	19	2:00.64	2:00.64	2020 Olympic Trials	2015 OR Speedo Western Section LC	7/15/2015	Hillsboro Swim Team	OR	Yes	949	67	m
123	Lopez, Matias	200	103215637	200 BK LCM	19	2:00.68	2:00.68	2020 Olympic Trials	Argentine Open Swimming Championships	12/15/2015	Azura Florida Aquatics	FG	Yes	948	67	m
123	Walsh, Keegan	200	132833253	200 BK LCM	18	2:00.68	2:00.68	2019 Summer Nationals (LCM)	2018 Summer Junior Nats	8/1/2018	SwimAtlanta	GA		948	67	m
125	Glass, Will	200	108056227	200 BK LCM	20	2:00.69	2:00.69	2020 Olympic Trials	2016 ST TXLA Longhorn Aquatics Elite Invite	6/4/2016	City of Mobile Swim Association	SE		948	67	m
126	Wellford, Crews	200	110413411	200 BK LCM	23	2:00.73	2:00.73	2019 Summer Nationals (LCM)	2016 U.S. Open	8/3/2016	University Of Alabama Swim Club	SE		947	67	m
127	Zuchowski, Josh	200	143732203	200 BK LCM	15	2:00.76	2:00.76	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Flood Aquatics Swim Team	FG		1046	67	m
128	Balogh, Brennan	200	95656350	200 BK LCM	18	2:00.78	2:00.78	2020 Olympic Trials	2015 FL NCSA Spring Champs	3/18/2015	Lincoln Select Swimming	MW		946	67	m
128	Marcum, Jake	200	143856806	200 BK LCM	18	2:00.78	2:00.78	2020 Olympic Trials	2019 Summer Junior Nats	8/7/2019	McCallie / GPS Aquatics	SE		946	67	m
130	Jenkins, Preston	200	65078913	200 BK LCM	18	2:00.80	2:00.80	2017 US Open	2012 Pro Series - Charlotte 	5/10/2012	Bolles School Sharks	FL		946	67	m
131	Johnson, Hayes	200	58261952	200 BK LCM	21	2:00.83	2:00.83	2020 Olympic Trials	2011 Summer Nationals	8/2/2011	Nashville Aquatic Club	SE		945	67	m
132	Santos, Fernando Ernesto	200	55581929	200 BK LCM	23	2:00.90	2:00.90	2020 Olympic Trials	2011 Maria Lenk Trophy	5/3/2011	Davie Nadadores Swim Team	FG	Yes	944	67	m
133	Tapp, Hunter	200	143732179	200 BK LCM	18	2:00.91	2:00.91	2020 Olympic Trials	2019 Summer Nationals	8/1/2019	Lakeside Swim Team	KY		943	67	m
134	Godsoe, Eugene	200	49215705	200 BK LCM	22	2:00.94	2:00.94	2020 Olympic Trials	2010 Summer Nationals	8/3/2010	SwimMAC Carolina	NC		943	67	m
135	McDonald, Connor	200	66513179	200 BK LCM	19	2:00.95	2:00.95	2017 US Open	2012 Olympic Trials	6/25/2012	Ohio State Swim Club	OH		943	67	m
136	Fantoni, Gabriel	200	131904602	200 BK LCM	19	2:00.99	2:00.99	2019 Summer Nationals (LCM)	Open de France 2018	7/8/2018	Unattached	IN	Yes	942	67	m
137	Bohus, Richard	200	118587802	200 BK LCM	24	2:01.01	2:01.01	2019 Summer Nationals (LCM)	CXIX Hungarian Championship	4/19/2017	Unattached	AZ	Yes	941	67	m
138	Owens, Kyle	200	58252648	200 BK LCM	20	2:01.03	2:01.03	2020 Olympic Trials	2011 Summer Nationals	8/2/2011	Auburn Aquatics	SE		941	67	m
139	Turner, Brock	200	85004559	200 BK LCM	18	2:01.08	2:01.08	2017 US Open	2014 IN Central Zone Speedo Sectionals	3/27/2014	Dayton Raiders	OH		940	67	m
140	Buyukuncu, Derya	200	66071977	200 BK LCM	35	2:01.09	2:01.09	2017 US Open	2012 RBC Bahamas National Swimming Championship	6/14/2012	Irvine Novaquatics	CA	Yes	940	67	m
141	Bateman, Cole	200	109186183	200 BK LCM	21	2:01.10	2:01.10	2019 Summer Nationals (LCM)	2016 Olympic Trials 	6/30/2016	Eastern Michigan University	MI		940	67	m
142	Bloch, Chase	200	76485142	200 BK LCM	21	2:01.11	2:01.11	2017 US Open	2013 Summer Nationals	6/25/2013	CLASS Aquatics	CA		939	67	m
143	Moore, Braxton	200	95019220	200 BK LCM	17	2:01.12	2:01.12	2020 Olympic Trials	2015 GU Speedo Sectionals Champio	2/27/2015	Cypress Fairbanks Swim Club	GU		951	67	m
143	Schmuhl, Stephen	200	77827648	200 BK LCM	20	2:01.12	2:01.12	2017 US Open	2013 U.S. Open 	7/30/2013	Indiana University	IN		939	67	m
145	Montesi, Jack	200	132599435	200 BK LCM	20	2:01.14	2:01.14	2019 Summer Nationals (LCM)	2018 Summer Nationals	7/26/2018	Irish Aquatics	IN		939	67	m
146	Cadigan, Billy	200	147165058	200 BK LCM	21	2:01.15	2:01.15	2020 Olympic Trials	Navy LC Invite 2019	12/13/2019	Unattached	MD		939	67	m
147	Maclean, Ali	200	88594022	200 BK LCM	21	2:01.18	2:01.18	2020 Olympic Trials	ASA Youth MC & Open Champs 2014	8/5/2014	Unattached	HI	Yes	938	67	m
148	Rathbun, Thomas	200	121648501	200 BK LCM	21	2:01.26	2:01.26	2019 Summer Nationals (LCM)	2017 U.S. Open	8/3/2017	University Of Iowa	IA		936	67	m
148	Whiteman, Augustus	200	108147308	200 BK LCM	18	2:01.26	2:01.26	2020 Olympic Trials	2016 OH OSSC Spring into Summe	6/4/2016	Unattached	ST		936	67	m
150	Signorin, Connor	200	88512281	200 BK LCM	22	2:01.31	2:01.31	2020 Olympic Trials	2014 Summer Nationals	8/6/2014	Peddie Aquatic Association	NJ		935	67	m
151	Bobrosky, Chad	200	67822408	200 BK LCM	19	2:01.32	2:01.32	2017 US Open	2012 Canadian Summer Nationals	7/19/2012	University of Southern Calif.	CA	Yes	935	67	m
151	Camper, Mike	200	77810985	200 BK LCM	20	2:01.32	2:01.32	2017 US Open	2013 U.S. Open 	7/30/2013	NC STATE	NC		935	67	m
153	Meyer, Michael	200	102618109	200 BK LCM	23	2:01.33	2:01.33	2020 Olympic Trials	Amsterdam Swim Cup 2015	12/11/2015	Unattached	AZ	Yes	935	67	m
